,Param name,Param
0,k_RNAP,0.0249642652969019
1,k_Ribo,0.005548096339222
2,k_tRNA,0.0109429462378743
3,k_Et,0.0209996901749884
4,k_protease,0.0160374903203296
5,Sigma_IC,977.6286766768188
6,RNAP_IC,200.69267140359847
7,NT_IC,962.8496894045344
8,RNAase_IC,71.9931563397171
9,Et_IC,562.9337943527621
10,AA_IC,49999.872974292106
11,tRNA_IC,580.366757975238
12,Ribo_IC,794.798520431711
13,protease_IC,252.5132422109901
14,Ribo_min,173.1507088013159
15,tRNA_min,106.41197082233286
16,RNAP_min,199.39800443544928
17,Et_min,160.80397095986172
18,protease_min,175.96514536463076
19,k_tx_1b,0.0506465896715939
20,k_tx_1u,13.659285573115495
21,k_tx_2b,0.000197944385967
22,k_tx_2u,0.0546170223132887
23,k_tx_3,0.0023233141592824
24,k_tx_4b,2.549716427004064
25,k_tx_4u,181.7275611488472
26,k_tx_5,1.8811047794696212
27,k_tl_1b,0.4530556941495391
28,k_tl_1u,69930.0
29,k_tl_2,39960.0
30,k_tl_3,9.957916186719975
31,k_tl_4,590.884399521651
32,k_tl_5,138.88246948556525
33,k_tl_6b,0.0019687854633064
34,k_tl_6u,742.7109797878584
35,k_tl_7,3.764560142456864
36,k_tl_8,0.1000070720684021
37,b_tl_8,0.5000047566647771
38,k_tl_9,0.10173047039525575
39,b_tl_7,1.1700474418898583
40,k_tl_10,0.0006000116795035199
41,k_tl_11,0.0005001888020432
42,k_tl_12,515.4764312728717
43,k_tl_13b,6.688547477159604
44,k_tl_13u,2544.593016565083
45,P_max,31104.0
46,C_max,503666666.6666667
47,C_0,6666666.67
48,k_gr,0.015781
